Weather_ID,Timestamp,Location,Temperature_C,Rainfall_mm,Wind_Speed_kph,Humidity_pct,Weather_Condition
800329,2024-11-06 15:07:00,Siliguri,30.8,61.6,6.7,45,Clear
800330,2024-10-18 01:39:00,Kolkata,42.8,50.9,26.7,72.5,Stormy
800331,2024-09-26 08:25:00,Hyderabad,34.5,70.7,2,46.5,Clear
800332,2024-06-18 11:48:00,Gaya,14.3,71.3,0.5,70,Rainy
800333,2024-04-07 18:16:00,Kochi,29.3,60.3,9.8,73.1,Clear
800334,2023-06-05 10:48:00,Anantapur,12.4,73.9,34.8,45.4,Clear
800335,2023-09-16 22:25:00,Rourkela,40.5,46.3,23.3,40.7,Foggy
800336,2024-12-22 03:30:00,Cuttack,16.7,39.8,7.7,77.1,Clear
800337,2023-01-08 13:14:00,Kakinada,13.1,42.8,29.5,66.8,Cloudy
800338,2023-11-06 23:48:00,Karnal,26.6,74.7,25.1,74.7,Cloudy
800339,2024-04-16 08:09:00,Porbandar,27.8,92.8,12.6,56.2,Clear
800340,2025-01-27 07:11:00,Jodhpur,24.2,70.4,11.6,87.3,Rainy
800341,2024-07-04 20:14:00,Patna,41,97,18.9,40.3,Cloudy
800342,2023-05-31 08:46:00,Dharwad,10.4,37.6,3.5,80.4,Foggy
800343,2023-02-06 08:17:00,Navi Mumbai,26,33,18,38.2,Stormy
800344,2023-08-27 05:49:00,Jodhpur,17.4,84.3,35,82.3,Rainy
800345,2023-07-12 18:26:00,Navi Mumbai,42.5,84.6,29.5,68,Clear
800346,2023-02-13 08:39:00,Kohima,35,79.9,21.5,32.8,Rainy
800347,2023-11-26 06:55:00,Muzaffarpur,44.1,10.1,1.2,51.9,Foggy
800348,2024-09-13 22:55:00,Warangal,42.2,50.6,10.3,44.8,Stormy
800349,2024-02-23 16:51:00,Dehradun,31,11.1,18,49.5,Stormy
800350,2024-05-15 17:20:00,Varanasi,39.2,31.8,14.5,88.3,Foggy
800351,2025-03-05 02:03:00,Siliguri,36,8.8,19.9,61.3,Clear
800352,2024-08-09 20:41:00,Visakhapatnam,11.2,62.5,39.9,78.3,Foggy
800353,2023-08-19 14:55:00,Guwahati,23.4,37.4,5.3,81.1,Rainy
800354,2024-06-22 13:33:00,Kohima,36.4,76.5,36.9,38.4,Stormy
800355,2023-03-06 05:56:00,Karnal,24.9,4,15.3,56.4,Cloudy
800356,2023-02-10 05:29:00,Saharanpur,43,68.6,31,75.7,Foggy
800357,2023-06-07 22:16:00,Ahmedabad,34.3,83,14.8,48.9,Foggy
800358,2023-09-27 08:03:00,Nanded,23.2,38.6,36.9,35.3,Cloudy
800359,2025-02-12 09:19:00,Visakhapatnam,39.5,86.2,0.6,57.7,Stormy
800360,2023-04-24 06:38:00,Durgapur,14,9.9,30.4,64.5,Rainy
800361,2023-04-01 03:38:00,Vizhinjam,17.6,45.5,25.5,78.7,Foggy
800362,2024-10-29 04:13:00,Amritsar,32.7,17.5,27,71.2,Cloudy
800363,2023-02-25 14:50:00,Panaji,23,86.4,39.9,86.3,Foggy
800364,2023-12-30 10:06:00,Panaji,26.2,17.6,25.5,94.5,Foggy
800365,2024-03-02 04:31:00,Pune,26.4,58.7,13.2,42.4,Stormy
800366,2024-02-14 00:16:00,Satna,14.5,46.6,30.9,32.5,Cloudy
800367,2023-07-29 13:55:00,Tirunelveli,21.4,32.3,25,94.9,Foggy
800368,2024-01-05 22:03:00,Vadodara,16.7,85.4,6.3,65.1,Rainy
800369,2024-05-14 16:12:00,Shillong,28.3,12.2,31.2,76,Clear
800370,2024-01-29 03:48:00,Cuttack,11.8,91.3,13.2,55.5,Stormy
800371,2023-08-01 17:37:00,Ujjain,19.9,26.4,38.5,88.2,Foggy
800372,2024-12-02 17:34:00,Vizhinjam,18.3,55.4,22.6,50.3,Cloudy
800373,2023-02-02 02:12:00,Rewa,29.3,18.2,4.9,67.1,Rainy
800374,2024-12-02 03:57:00,Howrah,23.3,23.6,16.7,65.7,Foggy
800375,2024-05-16 23:13:00,Chandigarh,10.6,17.5,15.7,40.6,Foggy
800376,2023-01-17 11:08:00,Solapur,28.9,41.5,34.3,67.7,Rainy
800377,2023-08-04 02:30:00,Bareilly,23.7,72.4,38.1,86.1,Cloudy
800378,2024-02-11 19:23:00,Durgapur,36.2,22.6,23.9,59.8,Clear
800379,2023-04-06 18:51:00,Naya Raipur,32.8,99.3,15.3,45.5,Cloudy
800380,2024-12-03 08:48:00,Madurai,34.5,5.4,23.5,30.3,Rainy
800381,2024-08-24 00:42:00,Thrissur,20.1,18.7,28.5,86.1,Rainy
800382,2025-02-02 07:40:00,Dharwad,17.3,32.3,11.4,84.1,Clear
800383,2023-10-28 16:28:00,Gwalior,22,9.3,14.6,54,Cloudy
800384,2023-11-29 17:15:00,Ujjain,40.2,40.2,1.9,74,Rainy
800385,2025-03-03 15:58:00,Chandigarh,25.6,59.9,14.9,91,Foggy
800386,2023-04-15 10:09:00,Jodhpur,22.1,10.8,11.7,70.8,Cloudy
800387,2023-01-17 16:17:00,Jaipur,11.6,16.2,15.8,33.3,Rainy
800388,2023-04-29 18:33:00,Paradip,22.2,98.9,17.5,49.5,Clear
800389,2024-09-12 22:35:00,Amritsar,19.9,94.9,3.3,84.5,Rainy
800390,2023-10-06 08:14:00,Noida,33,85.6,6.1,94.9,Rainy
800391,2024-06-14 06:57:00,Pune,22.9,83.7,34.9,85.8,Stormy
800392,2023-10-28 11:01:00,Gwalior,19.5,71.4,2.9,48.5,Clear
800393,2023-11-10 06:01:00,Allahabad,33.3,74.3,30,50.5,Clear
800394,2024-01-21 17:11:00,Allahabad,37.6,5.7,33.2,53.8,Clear
800395,2023-07-07 12:19:00,Hisar,27,92.7,10.6,32.9,Cloudy
800396,2024-10-26 19:32:00,Howrah,40,4.6,5.7,81.4,Rainy
800397,2023-04-24 16:03:00,Navi Mumbai,26.7,34.1,14.3,59.7,Cloudy
800398,2025-02-10 05:34:00,Ujjain,31.6,12.8,36.1,34,Cloudy
800399,2024-07-10 17:16:00,Ranchi,44.3,87,16,90.8,Stormy
800400,2023-02-25 16:32:00,Delhi,30.5,70.2,16.3,73.6,Cloudy
800401,2024-01-25 07:19:00,Aurangabad,33.5,49.3,12.8,92,Stormy
800402,2023-09-09 21:39:00,Karnal,10.3,1.9,31.6,75.9,Rainy
800403,2024-04-30 00:39:00,Rohtak,15.3,31.2,12.9,37.6,Cloudy
800404,2024-03-12 00:13:00,Srinagar,19.2,96.8,17.5,79,Clear
800405,2024-03-19 06:15:00,Warangal,15,80.2,11.2,39,Rainy
800406,2023-10-14 13:24:00,Bokaro,19.2,64.1,26.7,80.7,Foggy
800407,2025-02-19 03:49:00,Ujjain,14.3,54.1,26.2,42.1,Rainy
800408,2025-01-05 23:45:00,Cuttack,10.7,66.4,19.8,79.9,Foggy
800409,2025-02-06 03:41:00,Nellore,36.7,17.9,9.2,71.5,Cloudy
800410,2024-02-11 09:54:00,Raipur,15.2,25.9,19.1,71.9,Rainy
800411,2023-10-23 17:19:00,Paradip,15.6,87.3,12.6,50.8,Rainy
800412,2023-01-20 00:03:00,Ghaziabad,16.4,9.6,4.9,88.1,Stormy
800413,2023-09-14 16:43:00,Mysuru,27.7,8,22.9,94.3,Cloudy
800414,2023-01-05 12:31:00,Lucknow,40.8,61.2,25.2,89.5,Clear
800415,2024-07-28 11:30:00,Cuttack,30.9,82.4,19.3,85.4,Rainy
800416,2024-05-05 22:06:00,Cuttack,27.9,56.4,23.4,62.7,Stormy
800417,2024-08-10 22:30:00,Durgapur,18.2,21.6,5.4,33.9,Foggy
800418,2024-05-11 22:29:00,Amaravati,33.8,86.8,19.8,40,Foggy
800419,2025-02-14 23:12:00,Ranchi,32.8,18.6,2.5,33.9,Cloudy
800420,2023-03-01 10:40:00,Bareilly,15.2,10.9,31.3,88.3,Cloudy
800421,2023-12-24 23:02:00,Rohtak,20.1,59.6,33.1,60.2,Clear
800422,2023-10-14 10:45:00,Howrah,35.9,73.3,8.4,60.2,Clear
800423,2024-07-16 16:26:00,Visakhapatnam,13.9,33.3,9,61.9,Clear
800424,2023-05-12 04:27:00,Berhampur,34.6,86.6,3.5,89.1,Foggy
800425,2024-05-05 20:04:00,Ujjain,36.1,91.8,28.9,83.5,Clear
800426,2023-09-29 23:52:00,Hubli,42.4,25.2,34.5,34.1,Foggy
800427,2024-01-25 00:35:00,Navi Mumbai,34.3,26.4,2.1,73.8,Rainy
800428,2024-03-01 02:22:00,Hosur,39.1,33.5,38.2,73.6,Stormy
800429,2024-12-18 09:57:00,Faridabad,31.5,24.6,18.2,94.6,Stormy
800430,2023-04-28 12:20:00,Shimla,27.4,64.3,24.5,65.3,Foggy
800431,2023-11-02 07:13:00,Nagpur,23.5,56,16.9,68.3,Rainy
800432,2023-10-08 02:54:00,Kochi,26.2,75.5,13.1,77.6,Stormy
800433,2023-09-26 15:20:00,Chennai,24.2,70.2,15.9,44.9,Clear
800434,2023-11-16 19:35:00,Satna,16.8,89.2,27.8,40,Rainy
800435,2024-07-07 13:56:00,Ajmer,29.4,32.8,30.7,71.9,Cloudy
800436,2024-02-03 09:31:00,Rourkela,10.1,58.8,30.5,40.1,Clear
800437,2023-08-03 15:19:00,Kalyan,34.9,59.9,11.4,77.6,Cloudy
800438,2024-12-26 17:33:00,Hosur,25,74.4,22.7,43.9,Stormy
800439,2023-08-02 23:46:00,Thrissur,41.2,62,11.5,36.6,Stormy
800440,2023-06-18 11:17:00,Gangtok,19.8,46,11.1,41.4,Clear
800441,2024-09-16 21:55:00,Muzaffarpur,25.7,50.4,21.9,73.4,Rainy
800442,2023-06-06 20:44:00,Nagpur,27.4,67,23.4,57.1,Rainy
800443,2024-04-13 12:17:00,Aligarh,29.4,64.6,3.7,92.2,Cloudy
800444,2024-02-15 09:14:00,Coimbatore,24,40.9,27.8,38.6,Stormy
800445,2023-08-17 02:18:00,Chandigarh,30.6,5,6,49.4,Clear
800446,2023-03-18 13:29:00,Aizawl,12.7,44,39.2,38.7,Cloudy
800447,2023-06-04 20:46:00,Bareilly,19.6,90.1,12.4,76.9,Rainy
800448,2023-09-12 10:26:00,Panipat,15.5,7.9,13.3,79.3,Rainy
800449,2025-02-17 23:48:00,Howrah,10.4,52.2,29,58.3,Foggy
800450,2024-05-17 23:31:00,Thane,17.3,21,35.2,87.9,Cloudy
800451,2023-03-07 19:49:00,Bhagalpur,29.8,0.8,12.5,66.8,Rainy
800452,2025-02-14 09:40:00,Satna,38.2,87.4,22.8,76.7,Clear
800453,2024-06-28 23:38:00,Mangalore,18.7,51.3,31.6,51.1,Rainy
800454,2025-02-15 20:49:00,Asansol,22.6,52.8,4.4,35.4,Foggy
800455,2024-02-27 08:41:00,Pimpri-Chinchwad,29.4,67,3.6,32.7,Rainy
800456,2023-01-07 12:37:00,Bengaluru,32.5,61,28.5,85.1,Cloudy
800457,2023-01-03 22:04:00,Kolkata,14.3,70.1,22.2,32.4,Cloudy
800458,2024-05-22 19:31:00,Rohtak,33.2,22.8,12.1,88.3,Foggy
800459,2023-10-01 16:35:00,Shillong,29.4,39.8,38.2,32.5,Cloudy
800460,2024-05-11 03:27:00,Asansol,22.9,99.8,16.8,37.9,Stormy
800461,2025-03-10 05:59:00,Raipur,28.9,81.2,7.4,43.8,Rainy
800462,2023-12-21 21:06:00,Jamshedpur,31.5,96.6,28.3,89.4,Cloudy
800463,2023-05-19 23:11:00,Kota,43.2,11.7,39.6,47.9,Stormy
800464,2023-12-12 19:59:00,Ajmer,36.9,73.4,16,81.6,Rainy
800465,2023-07-21 20:07:00,Ambala,19.7,46.8,8.2,75.8,Clear
800466,2024-03-25 01:33:00,Srinagar,11.3,49.3,26.3,70.6,Foggy
800467,2024-12-08 05:59:00,Dharwad,21.5,89.7,16.5,57.8,Stormy
800468,2024-03-08 04:39:00,Naya Raipur,31.2,73.6,25.4,49.3,Cloudy
800469,2023-04-17 08:10:00,Gangtok,31.1,73.7,32.1,91.5,Stormy
800470,2023-07-14 12:11:00,Cuttack,43.3,79.1,16.7,33.3,Clear
800471,2023-10-22 15:19:00,Hyderabad,17,27.1,4.9,45,Rainy
800472,2024-02-26 11:32:00,Allahabad,43.7,72.4,18.4,84.9,Foggy
800473,2024-03-22 10:39:00,Rewa,19.4,72.9,14.2,48.5,Foggy
800474,2024-11-04 18:31:00,Asansol,14.4,99.5,6,35.1,Cloudy
800475,2023-08-01 14:19:00,Dhanbad,17.9,85.2,38.6,36.9,Foggy
800476,2025-03-12 02:23:00,Jhansi,30.5,35.3,28.3,69.3,Cloudy
800477,2023-10-15 17:44:00,Nagpur,43.8,43.1,4.4,71.7,Foggy
800478,2024-07-01 17:38:00,Thrissur,35.8,65.2,0.2,31.8,Cloudy
800479,2023-12-01 16:10:00,Panaji,35.7,24.9,21.3,70,Cloudy
800480,2025-02-20 10:33:00,Tirupati,21.6,49.4,23.1,60.9,Cloudy
800481,2024-12-05 03:05:00,Nashik,32.7,30.8,0.7,91.6,Stormy
800482,2025-03-01 13:45:00,Amaravati,39.5,70.8,39.8,83.7,Foggy
800483,2023-04-16 05:58:00,Chandigarh,18.6,89.9,35.8,78,Cloudy
800484,2024-03-26 12:20:00,Agra,44.2,63.4,34.4,79.5,Stormy
800485,2023-10-15 11:34:00,Kochi,20.3,33.4,21.3,75.9,Stormy
800486,2023-10-27 03:59:00,Noida,44.1,82.9,32.2,43.3,Rainy
800487,2023-05-20 09:32:00,Kollam,10.1,45.1,4.7,63.2,Stormy
800488,2024-07-01 14:31:00,Kochi,21.4,84.3,9.5,51.1,Stormy
800489,2024-03-28 05:13:00,Panaji,14.3,21.9,36,67.5,Cloudy
800490,2023-02-27 02:39:00,Dharwad,13.8,13,10.6,61.3,Foggy
800491,2023-09-25 21:29:00,Agra,35.7,24.8,0.1,86.1,Cloudy
800492,2024-03-24 09:49:00,Bhopal,12.8,50.4,8.7,30.3,Stormy
800493,2024-04-23 10:35:00,Porbandar,12.5,91.6,14.6,49.5,Rainy
800494,2024-06-25 01:33:00,Cuttack,37.2,17.7,29,39.7,Foggy
800495,2023-08-16 15:17:00,Salem,38.6,37,20.7,45.3,Stormy
800496,2024-06-18 18:43:00,Srinagar,32.4,83.1,2.2,70.4,Clear
800497,2024-04-02 07:36:00,Ujjain,26.1,10.7,19.1,86.8,Stormy
800498,2025-02-22 16:13:00,Thane,26.6,21.6,15.4,31.1,Cloudy
800499,2023-07-22 09:54:00,Coimbatore,19,62.3,17.7,63.6,Rainy
800500,2024-01-28 04:23:00,Aligarh,32.6,44.2,6.1,54.2,Clear
800501,2023-03-19 13:19:00,Gangtok,17.2,19,7.1,64.5,Clear
800502,2023-07-02 17:54:00,Mysuru,42.5,81.1,38.7,37.3,Cloudy
800503,2023-11-27 01:59:00,Ghaziabad,40.8,80.4,20,89.6,Rainy
800504,2024-02-29 20:44:00,Nellore,28.9,87.8,20.8,85.2,Stormy
800505,2023-11-16 00:35:00,Aizawl,12,68.1,11.1,86.7,Rainy
800506,2023-03-21 19:47:00,Anantapur,20.7,93.4,24.8,73.5,Cloudy
800507,2023-01-07 06:12:00,Meerut,14.1,65.7,39.1,52.2,Foggy
800508,2023-05-21 14:38:00,Bengaluru,28.5,13,16.8,50.3,Foggy
800509,2024-08-18 19:01:00,Hisar,13.3,62.8,13,68.2,Clear
800510,2023-10-25 15:26:00,Varanasi,25.2,3.6,16.3,62.9,Rainy
800511,2023-03-20 23:50:00,Chandigarh,26.1,46.2,33.5,87.8,Stormy
800512,2024-05-19 15:58:00,Hisar,27.7,14.8,20.4,90.8,Stormy
800513,2024-07-14 10:44:00,Muzaffarpur,37.5,18.2,33.6,30.7,Cloudy
800514,2025-03-04 19:42:00,Nellore,14.5,15.5,15.7,88.4,Foggy
800515,2024-07-30 07:49:00,Tiruchirappalli,35.3,25.5,21.5,44,Cloudy
800516,2023-06-16 15:59:00,Belgaum,30.1,55.6,24.8,73.5,Stormy
800517,2024-01-03 11:56:00,Meerut,33.7,68,22.8,36.6,Rainy
800518,2023-02-11 03:09:00,Mangalore,33.3,80.2,31.3,48.9,Stormy
800519,2023-05-21 17:18:00,Aizawl,21.3,73.6,35.9,43.5,Clear
800520,2025-01-05 04:15:00,Salem,29.3,51,0.4,94.7,Cloudy
800521,2023-02-25 05:25:00,Vizhinjam,21.3,85.1,25.6,32.6,Cloudy
800522,2024-03-01 15:00:00,Pune,33.2,1,19.5,60.8,Cloudy
800523,2024-05-31 10:29:00,Dhanbad,42.4,29.5,19.5,32.2,Foggy
800524,2023-05-13 14:08:00,Durgapur,24.7,63.4,27.6,61.5,Cloudy
800525,2025-02-28 15:19:00,Silchar,18.3,65.5,8.5,83.8,Stormy
800526,2025-02-05 08:28:00,Kakinada,23.7,51.5,37.2,77.1,Foggy
800527,2025-03-17 12:49:00,Asansol,21.9,25.1,3.5,37.1,Cloudy
800528,2023-03-07 18:54:00,Kochi,32.2,6.7,8.8,52.7,Rainy
800529,2024-09-23 12:49:00,Shillong,26.2,7.8,19.5,41.4,Clear
800530,2023-04-09 11:04:00,Moradabad,14.8,94.8,17.6,54.6,Rainy
800531,2025-01-01 07:35:00,Rohtak,30.9,41.2,3,74.8,Rainy
800532,2024-07-26 21:25:00,Imphal,27.8,41.3,16.4,38,Cloudy
800533,2023-11-06 09:16:00,Srinagar,16.8,26.2,22.5,80.7,Foggy
800534,2025-02-17 01:45:00,Mumbai,11.4,21.1,13.7,77,Stormy
800535,2024-01-04 17:37:00,Guntur,31,48.5,6.3,47.6,Foggy
800536,2024-12-07 12:40:00,Naya Raipur,25,75.1,23,54.3,Cloudy
800537,2024-11-12 17:06:00,Tiruchirappalli,30,77.8,24.3,32.4,Rainy
800538,2024-02-27 10:03:00,Kollam,35.3,58.2,21.4,40.5,Rainy
800539,2023-12-10 07:10:00,Satna,36.7,98.1,8.9,60.9,Clear
800540,2025-03-02 08:52:00,Salem,16.8,0.5,34.7,90,Cloudy
800541,2023-07-14 03:39:00,Aurangabad,15.2,65.2,31.3,42.3,Cloudy
800542,2024-09-20 22:30:00,Aizawl,17.7,72.7,22.7,75.6,Cloudy
800543,2023-06-28 07:59:00,Jodhpur,27,81.8,2.5,62.6,Foggy
800544,2024-01-17 02:58:00,Hyderabad,41.7,55,6.8,92.9,Cloudy
800545,2023-08-09 17:15:00,Hyderabad,14.4,87.2,33,72.9,Rainy
800546,2024-01-06 18:44:00,Paradip,14.5,42.5,31.5,63.1,Clear
800547,2025-03-31 02:05:00,Imphal,15.5,19.1,2.9,60.9,Rainy
800548,2024-12-27 03:52:00,Bhopal,23,20.2,24.7,56.7,Foggy
800549,2024-12-08 10:39:00,Karnal,24.8,24.7,15.4,38.1,Clear
800550,2024-05-03 13:58:00,Nanded,15.3,85.9,34.9,93.4,Clear
800551,2023-10-03 10:03:00,Gandhinagar,34.3,82.1,14.5,36.8,Stormy
800552,2023-09-08 01:18:00,Karimnagar,22.2,68.5,14.9,69.4,Clear
800553,2023-06-10 15:45:00,Panaji,16.7,96.2,6.6,77,Foggy
800554,2024-05-19 16:06:00,Hosur,17.7,57.2,30.5,42.8,Foggy
800555,2024-08-25 16:51:00,Ajmer,23.6,63.6,13.3,52.4,Cloudy
800556,2024-04-12 07:25:00,Kolkata,31.1,79.6,15.1,30.7,Stormy
800557,2024-03-19 05:19:00,Ranchi,38.2,44.5,10.9,87.8,Cloudy
800558,2024-10-29 12:04:00,Varanasi,44.1,67.4,23.1,63.2,Clear
800559,2023-04-20 23:07:00,Porbandar,36.8,4.4,26.1,74.2,Foggy
800560,2023-03-10 17:31:00,Nagpur,32.3,27.6,21.2,33.4,Clear
800561,2025-02-02 00:18:00,Aligarh,37.7,45.2,33.3,74.9,Foggy
800562,2023-10-21 20:27:00,Aligarh,18.2,49.7,24.4,57.2,Rainy
800563,2024-06-07 10:01:00,Ujjain,28.4,67.6,38.4,46,Cloudy
800564,2023-09-09 00:18:00,Navi Mumbai,33.6,47.7,37.2,47.8,Cloudy
800565,2024-10-19 03:49:00,Hisar,14.9,29.6,20.8,30.2,Foggy
800566,2024-12-12 06:09:00,Cuttack,21.3,40.8,31.3,52.3,Clear
800567,2024-01-01 13:19:00,Saharanpur,21.6,84.3,13.9,89.2,Stormy
800568,2024-04-04 22:58:00,Hubli,30.3,9.7,7.8,38.1,Stormy
800569,2024-03-02 07:51:00,Ludhiana,10.4,92.9,21.5,89,Rainy
800570,2024-10-11 23:56:00,Allahabad,24.7,85.9,34.1,46.9,Foggy
800571,2023-12-22 22:08:00,Rourkela,43.2,18.1,4.4,39.1,Stormy
800572,2025-02-10 20:14:00,Kohima,28.1,10.8,2.7,30.3,Clear
800573,2024-04-23 10:36:00,Nashik,30.7,90.6,25.2,40.7,Stormy
800574,2024-01-28 20:53:00,Solapur,28.6,79.8,11.6,42,Stormy
800575,2023-09-16 02:15:00,Noida,39.3,92.2,21.8,74.9,Foggy
800576,2023-04-12 20:48:00,Silchar,12.5,44.7,30.8,52.5,Rainy
800577,2025-01-20 09:43:00,Surat,37.8,69.4,20.3,62,Stormy
800578,2025-02-06 07:14:00,Guwahati,20.3,78,6.5,62,Rainy
800579,2023-06-27 01:00:00,Darbhanga,33.2,14.1,15.4,48.2,Cloudy
800580,2023-05-23 10:43:00,Meerut,20.3,28.5,11.5,59.8,Clear
800581,2023-12-11 09:53:00,Vadodara,37.5,80,36.6,85.4,Cloudy
800582,2024-02-02 06:31:00,Durgapur,11,9.6,8.9,34.7,Cloudy
800583,2025-01-18 13:59:00,Kohima,37.8,74.8,27.9,31.2,Cloudy
800584,2023-09-26 04:12:00,Porbandar,27,10.9,32.1,41.1,Rainy
800585,2023-01-21 17:31:00,Nanded,17,23,14.1,58,Foggy
800586,2023-09-07 05:39:00,Bhopal,13.2,28.7,10.5,41.3,Foggy
800587,2024-09-13 18:20:00,Porbandar,18.9,45.5,30.7,35.7,Rainy
800588,2025-03-27 17:02:00,Imphal,12.3,33.1,7.1,45.2,Cloudy
800589,2024-08-28 16:11:00,Nagpur,18.5,66.7,35.4,40.4,Clear
800590,2025-03-25 16:21:00,Moradabad,32.4,15.5,37.6,86.2,Foggy
800591,2023-12-30 13:41:00,Kollam,39.7,43.1,9.5,89.6,Clear
800592,2023-05-28 18:02:00,Jhansi,23.5,39.6,23.7,49.6,Clear
800593,2024-07-15 07:34:00,Rewa,20.1,77.3,6.6,83.9,Foggy
800594,2024-02-22 17:23:00,Saharanpur,35.5,46.7,4.1,47,Stormy
800595,2023-12-04 10:13:00,Durgapur,12.5,29.2,10.7,43.1,Cloudy
800596,2024-12-21 22:06:00,Dharwad,41.1,68.1,12.7,75.2,Clear
800597,2023-09-12 17:41:00,Guwahati,13.6,86.9,14.4,54.2,Stormy
800598,2023-11-11 15:21:00,Siliguri,12.5,92.2,26,60,Clear
800599,2023-08-27 03:33:00,Ajmer,15.3,32,7.6,68.3,Foggy
800600,2023-04-19 13:01:00,Bengaluru,42.5,34.5,34.4,40.7,Rainy
800601,2023-10-07 04:08:00,Madurai,12.7,46.6,23.9,83.9,Stormy
800602,2024-10-20 19:23:00,Kohima,21.6,15,28.9,69.4,Stormy
800603,2023-07-03 16:32:00,Berhampur,16.4,87.5,11.9,64.6,Clear
800604,2023-08-13 01:19:00,Noida,35.7,19.2,4.8,66,Clear
800605,2023-02-19 01:49:00,Patna,25.9,15.8,28.7,83.9,Stormy
800606,2023-09-30 06:14:00,Tirupati,27.8,37.8,10.2,36,Rainy
800607,2024-03-24 07:47:00,Balasore,11.7,98.5,13.4,47.9,Clear
800608,2023-08-18 11:27:00,Karnal,10.9,7.1,34.5,48.6,Cloudy
800609,2023-09-06 19:49:00,Thane,21.3,22,37.4,41.8,Foggy
800610,2023-06-19 16:10:00,Bareilly,26.8,51.3,10,32.2,Clear
800611,2024-04-15 12:03:00,Vadodara,36.5,31.8,10.1,49,Clear
800612,2023-12-12 14:05:00,Aurangabad,25,40.6,33.9,76.7,Stormy
800613,2024-02-06 18:46:00,Warangal,41.8,50.6,21.6,38.4,Foggy
800614,2025-02-22 23:46:00,Bilaspur,39.3,6.3,15,50.1,Stormy
800615,2024-10-14 03:35:00,Muzaffarpur,33.5,74.2,26.5,40.1,Cloudy
800616,2025-01-30 02:34:00,Aligarh,12.7,11.6,28.5,76.4,Rainy
800617,2024-06-04 08:59:00,Bilaspur,24.2,33.6,23,65.9,Foggy
800618,2024-02-10 02:44:00,Ahmedabad,35.8,52.2,6.6,30.3,Foggy
800619,2025-01-26 23:54:00,Noida,36.6,19,35.8,85.8,Foggy
800620,2024-10-08 01:18:00,Rourkela,36.6,39.9,18.9,91.4,Cloudy
800621,2024-04-13 01:54:00,Tirunelveli,35.7,78.3,19.8,41.1,Cloudy
800622,2023-05-15 15:22:00,Kakinada,34.8,23.6,16.6,46.2,Clear
800623,2023-12-03 06:37:00,Noida,30.5,69.6,38.9,58.1,Rainy
800624,2024-02-10 09:20:00,Naya Raipur,44.8,82.8,39.2,35.1,Cloudy
800625,2023-05-06 04:03:00,Hisar,35.9,63.5,11,68.4,Stormy
800626,2023-12-30 21:14:00,Nanded,35.5,86.8,19.4,74.3,Foggy
800627,2023-05-30 17:07:00,Paradip,38.1,37.9,38.3,59.8,Foggy
800628,2023-12-10 15:23:00,Rourkela,21,67.5,39.9,66.2,Clear
800629,2024-11-10 09:47:00,Bareilly,38.8,94.4,39.5,87.3,Cloudy
800630,2023-05-27 16:58:00,Tirupati,26.9,90.4,28.7,86.4,Rainy
800631,2023-02-06 10:33:00,Hisar,43.3,83.7,22.2,31.6,Clear
800632,2025-01-29 03:11:00,Surat,32.4,92.1,0.7,56.1,Foggy
800633,2024-07-19 07:56:00,Solapur,29.2,64.7,32.2,54.5,Clear
800634,2025-02-18 05:17:00,Naya Raipur,19.5,93.6,11,41,Cloudy
800635,2024-11-16 03:59:00,Aizawl,31.9,65.4,27.3,81,Clear
800636,2025-01-15 14:08:00,Mysuru,19.9,58.1,8.6,32.8,Clear
800637,2024-11-09 10:07:00,Bokaro,18.7,66.9,17.2,82.7,Foggy
800638,2023-10-15 05:11:00,Delhi,16.1,47.5,32.4,74.4,Stormy
800639,2024-08-27 01:27:00,Srinagar,23.9,31.1,13.4,56.1,Rainy
800640,2024-12-06 18:50:00,Mangalore,32.2,44.3,32.7,35.8,Stormy
800641,2024-12-05 19:35:00,Muzaffarpur,15.1,75,20,83.6,Foggy
800642,2024-05-30 01:16:00,Kollam,16.9,47.3,31.4,72.4,Cloudy
800643,2023-12-07 22:58:00,Hosur,43.7,67.8,6.7,41.9,Clear
800644,2024-12-22 02:35:00,Kochi,41.8,66.3,22.8,87.1,Clear
800645,2023-07-08 14:49:00,Tirunelveli,28.7,87.8,8.6,91.7,Foggy
800646,2025-01-22 15:04:00,Ambala,15.1,84.5,2.2,52.8,Stormy
800647,2024-06-02 03:14:00,Madurai,32.5,2.4,6.5,30.3,Rainy
800648,2024-10-16 20:51:00,Coimbatore,10.7,48.9,15.3,44.6,Cloudy
800649,2023-06-23 12:16:00,Berhampur,34.3,73.7,9.8,42.8,Cloudy
800650,2023-01-27 14:24:00,Shimla,37.8,9.6,17.5,40.2,Clear
800651,2023-11-08 17:31:00,Gangtok,29,27.6,36,76.5,Foggy
800652,2024-01-02 01:30:00,Aligarh,34.7,35.7,3.9,44.1,Clear
800653,2023-04-29 19:54:00,Bhagalpur,44.9,2.4,38.8,51.2,Cloudy
800654,2024-08-03 09:06:00,Saharanpur,12.7,7.9,16.3,47.3,Foggy
800655,2023-01-23 07:18:00,Mysuru,44.8,84.7,20.5,93.6,Clear
800656,2023-11-15 18:32:00,Coimbatore,10.2,32.8,5.5,93.2,Rainy
800657,2025-02-11 02:32:00,Jhansi,44.5,76.4,32.8,84.1,Stormy
800658,2025-03-24 21:38:00,Asansol,15.8,92.2,36.6,68,Stormy
