Station_ID,Location,Capacity_kW,Installation_Date,Power_Level
10590,Itanagar,22,2019-11-20,Level 1
10591,Gaya,150,2022-04-17,DC Fast
10592,Aizawl,50,2022-04-10,Level 2
10593,Dharwad,11,2019-02-15,Level 1
10594,Siliguri,300,2024-03-01,DC Fast
10595,Dharwad,11,2019-11-22,Level 1
10596,Panaji,200,2022-08-18,DC Fast
10597,Lucknow,50,2020-10-22,Level 2
10598,Cuttack,11,2023-02-17,Level 1
10599,Dhanbad,120,2024-03-05,DC Fast
10600,Rajkot,90,2024-08-27,Level 2
10601,Panipat,43,2019-11-03,Level 2
10602,Jaipur,60,2019-05-18,Level 2
10603,Mangalore,180,2022-10-11,DC Fast
10604,Hosur,22,2023-09-10,Level 1
10605,Belgaum,30,2020-04-15,Level 2
10606,Salem,7.2,2021-04-19,Level 1
10607,Mumbai,150,2024-09-27,DC Fast
10608,Kochi,11,2020-12-19,Level 1
10609,Ahmedabad,3.3,2020-02-13,Level 1
10610,Ranchi,120,2022-02-18,DC Fast
10611,Kota,150,2021-03-02,DC Fast
10612,Aligarh,11,2019-09-06,Level 1
10613,Tirupati,11,2020-07-09,Level 1
10614,Amaravati,60,2023-04-30,Level 2
10615,Salem,7.2,2022-06-21,Level 1
10616,Vizhinjam,30,2024-08-29,Level 2
10617,Aurangabad,90,2024-02-14,Level 2
10618,Hisar,7.2,2021-10-24,Level 1
10619,Surat,22,2020-05-11,Level 1
10620,Bhopal,300,2020-07-03,DC Fast
10621,Gandhinagar,90,2023-12-08,Level 2
10622,Raipur,75,2022-10-12,Level 2
10623,Hubli,30,2022-10-02,Level 2
10624,Varanasi,11,2020-01-08,Level 1
10625,Hubli,7.2,2021-09-30,Level 1
10626,Nagpur,250,2022-07-10,DC Fast
10627,Ambala,250,2023-11-12,DC Fast
10628,Kolkata,7.2,2023-11-20,Level 1
10629,Hosur,150,2024-05-13,DC Fast
10630,Noida,90,2022-05-10,Level 2
10631,Bathinda,100,2022-06-21,Level 2
10632,Bilaspur,75,2023-12-18,Level 2
10633,Imphal,180,2019-02-19,DC Fast
10634,Noida,100,2021-11-08,Level 2
10635,Panipat,180,2022-07-17,DC Fast
10636,Hyderabad,30,2020-09-14,Level 2
10637,Dehradun,7.2,2022-10-22,Level 1
10638,Dhanbad,30,2021-09-12,Level 2
10639,Hubli,7.2,2019-08-24,Level 1
10640,Balasore,250,2019-01-13,DC Fast
10641,Cuttack,200,2022-07-21,DC Fast
10642,Vizhinjam,150,2024-06-30,DC Fast
10643,Mangalore,150,2024-09-06,DC Fast
10644,Ujjain,120,2020-01-11,DC Fast
10645,Nellore,100,2022-02-25,Level 2
10646,Noida,180,2022-05-05,DC Fast
10647,Kota,300,2020-09-03,DC Fast
10648,Madurai,300,2024-08-02,DC Fast
10649,Ahmedabad,180,2024-03-21,DC Fast
10650,Kakinada,50,2021-05-30,Level 2
10651,Tuticorin,7.2,2024-08-05,Level 1
10652,Navi Mumbai,60,2021-01-07,Level 2
10653,Kolkata,100,2020-12-29,Level 2
10654,Silchar,120,2024-09-09,DC Fast
10655,Lucknow,250,2024-05-10,DC Fast
10656,Darbhanga,11,2020-08-19,Level 1
10657,Panipat,50,2022-04-29,Level 2
10658,Darbhanga,43,2023-02-03,Level 2
10659,Coimbatore,75,2022-09-25,Level 2
10660,Nanded,60,2022-01-20,Level 2
10661,Aurangabad,180,2023-06-10,DC Fast
10662,Ujjain,250,2020-10-08,DC Fast
10663,Gwalior,150,2023-08-21,DC Fast
10664,Berhampur,3.3,2024-06-18,Level 1
10665,Tirunelveli,75,2023-03-05,Level 2
10666,Jabalpur,90,2023-09-19,Level 2
10667,Guntur,60,2020-06-12,Level 2
10668,Shimla,30,2024-09-17,Level 2
10669,Jhansi,75,2023-11-03,Level 2
10670,Nanded,22,2020-02-22,Level 1
10671,Porbandar,3.3,2021-12-07,Level 1
10672,Kolkata,150,2022-09-08,DC Fast
10673,Panipat,60,2020-08-22,Level 2
10674,Dehradun,22,2019-03-19,Level 1
10675,Chandigarh,50,2020-08-10,Level 2
10676,Tuticorin,90,2019-02-06,Level 2
10677,Noida,3.3,2022-02-10,Level 1
10678,Rourkela,100,2023-09-08,Level 2
10679,Hosur,300,2023-04-18,DC Fast
10680,Ghaziabad,22,2022-10-24,Level 1
10681,Amritsar,7.2,2024-05-08,Level 1
10682,Bhopal,120,2024-03-11,DC Fast
10683,Coimbatore,50,2024-08-23,Level 2
10684,Chandigarh,180,2021-03-29,DC Fast
10685,Panaji,120,2022-09-07,DC Fast
10686,Gandhinagar,43,2023-12-25,Level 2
10687,Balasore,30,2023-11-07,Level 2
10688,Asansol,60,2019-01-20,Level 2
10689,Anantapur,200,2022-06-28,DC Fast
10690,Salem,60,2024-08-12,Level 2
10691,Dhanbad,180,2019-08-27,DC Fast
10692,Jaipur,75,2023-01-05,Level 2
10693,Pune,43,2021-05-22,Level 2
10694,Jamshedpur,7.2,2021-06-26,Level 1
10695,Ajmer,180,2021-09-08,DC Fast
10696,Cuttack,250,2022-02-19,DC Fast
10697,Kollam,3.3,2019-04-04,Level 1
10698,Mangalore,60,2019-08-24,Level 2
10699,Mysuru,200,2021-09-29,DC Fast
10700,Kakinada,150,2021-07-18,DC Fast
10701,Thane,120,2023-05-23,DC Fast
10702,Salem,60,2024-08-28,Level 2
10703,Dhanbad,120,2024-03-04,DC Fast
10704,Lucknow,90,2021-03-08,Level 2
10705,Itanagar,200,2019-02-19,DC Fast
10706,Ambala,120,2023-11-18,DC Fast
10707,Gandhinagar,150,2020-11-29,DC Fast
10708,Mysuru,7.2,2022-12-15,Level 1
10709,Karimnagar,90,2020-07-18,Level 2
10710,Hisar,90,2021-03-21,Level 2
10711,Muzaffarpur,300,2019-02-13,DC Fast
10712,Jodhpur,30,2022-05-11,Level 2
10713,Bengaluru,150,2022-02-19,DC Fast
10714,Lucknow,150,2023-10-02,DC Fast
10715,Aizawl,100,2021-02-06,Level 2
10716,Delhi,30,2023-03-28,Level 2
10717,Shillong,200,2023-09-04,DC Fast
10718,Dehradun,43,2023-01-26,Level 2
10719,Aizawl,200,2022-05-22,DC Fast
10720,Aizawl,250,2020-03-04,DC Fast
10721,Mangalore,22,2022-05-01,Level 1
10722,Anantapur,200,2021-06-06,DC Fast
10723,Madurai,7.2,2021-11-10,Level 1
10724,Gaya,30,2021-04-05,Level 2
10725,Ahmedabad,100,2022-11-22,Level 2
10726,Vijayawada,30,2019-04-14,Level 2
10727,Ajmer,180,2022-12-15,DC Fast
10728,Jabalpur,200,2020-07-04,DC Fast
10729,Jodhpur,180,2019-01-18,DC Fast
10730,Berhampur,120,2022-07-27,DC Fast
10731,Ajmer,180,2020-12-24,DC Fast
10732,Hosur,43,2022-05-11,Level 2
10733,Bengaluru,11,2020-04-21,Level 1
10734,Warangal,180,2020-08-08,DC Fast
10735,Rajkot,200,2020-08-13,DC Fast
10736,Guntur,43,2019-07-08,Level 2
10737,Vijayawada,11,2019-10-10,Level 1
10738,Nashik,120,2023-03-21,DC Fast
10739,Rajkot,11,2022-04-12,Level 1
10740,Panaji,7.2,2023-11-23,Level 1
10741,Silchar,250,2021-05-12,DC Fast
10742,Nashik,75,2021-01-05,Level 2
10743,Mumbai,50,2020-08-26,Level 2
10744,Agra,150,2019-09-01,DC Fast
10745,Nashik,90,2023-06-22,Level 2
10746,Kochi,30,2020-05-03,Level 2
10747,Bathinda,11,2022-10-08,Level 1
10748,Kolkata,7.2,2022-10-26,Level 1
10749,Dhanbad,50,2024-06-02,Level 2
10750,Hubli,200,2023-04-11,DC Fast
10751,Rourkela,22,2019-03-09,Level 1
10752,Cuttack,30,2024-01-01,Level 2
10753,Tirunelveli,7.2,2022-10-07,Level 1
10754,Allahabad,150,2019-08-17,DC Fast
10755,Rewa,11,2022-05-21,Level 1
10756,Ranchi,22,2021-04-26,Level 1
10757,Hyderabad,200,2019-12-18,DC Fast
10758,Guwahati,43,2020-05-31,Level 2
10759,Porbandar,3.3,2021-06-18,Level 1
10760,Vasai,43,2019-11-11,Level 2
10761,Salem,180,2023-04-09,DC Fast
10762,Nellore,250,2019-04-03,DC Fast
10763,Ahmedabad,250,2019-06-29,DC Fast
10764,Muzaffarpur,200,2022-08-24,DC Fast
10765,Rohtak,43,2019-01-21,Level 2
10766,Mysuru,150,2021-05-13,DC Fast
10767,Satna,43,2021-12-05,Level 2
10768,Kakinada,90,2024-04-10,Level 2
10769,Kakinada,43,2019-08-07,Level 2
10770,Gaya,250,2021-09-11,DC Fast
10771,Noida,180,2020-02-02,DC Fast
10772,Navi Mumbai,180,2022-07-26,DC Fast
10773,Ajmer,200,2022-03-12,DC Fast
10774,Bhopal,150,2022-10-09,DC Fast
10775,Kalyan,22,2019-09-27,Level 1
10776,Amaravati,30,2021-07-27,Level 2
10777,Noida,100,2023-07-22,Level 2
10778,Bilaspur,43,2024-03-02,Level 2
10779,Paradip,7.2,2023-11-07,Level 1
10780,Dehradun,100,2020-12-07,Level 2
10781,Mangalore,75,2019-11-06,Level 2
10782,Hyderabad,150,2021-05-16,DC Fast
10783,Belgaum,200,2021-11-27,DC Fast
10784,Vijayawada,150,2023-08-13,DC Fast
10785,Pune,180,2019-10-12,DC Fast
10786,Agra,250,2021-03-29,DC Fast
10787,Kota,250,2020-07-13,DC Fast
10788,Visakhapatnam,300,2023-03-03,DC Fast
10789,Aurangabad,7.2,2023-08-17,Level 1
10790,Noida,3.3,2022-11-08,Level 1
10791,Thrissur,3.3,2020-01-23,Level 1
10792,Vijayawada,60,2024-06-25,Level 2
10793,Bhopal,3.3,2024-08-25,Level 1
10794,Ahmedabad,300,2019-06-01,DC Fast
10795,Madurai,90,2020-05-23,Level 2
10796,Rourkela,180,2019-08-23,DC Fast
10797,Muzaffarpur,200,2023-10-13,DC Fast
10798,Coimbatore,11,2019-08-22,Level 1
10799,Bareilly,7.2,2020-01-16,Level 1
10800,Chandigarh,100,2021-04-02,Level 2
10801,Ujjain,120,2024-02-13,DC Fast
10802,Delhi,22,2019-10-07,Level 1
10803,Bilaspur,22,2019-11-15,Level 1
10804,Visakhapatnam,50,2024-09-12,Level 2
10805,Tirupati,250,2019-04-16,DC Fast
10806,Ghaziabad,50,2023-10-26,Level 2
10807,Kurukshetra,60,2021-03-20,Level 2
10808,Guwahati,43,2019-03-15,Level 2
10809,Gwalior,11,2019-02-27,Level 1
10810,Mysuru,100,2019-08-24,Level 2
10811,Salem,300,2021-07-17,DC Fast
10812,Karimnagar,50,2021-02-01,Level 2
10813,Karimnagar,200,2020-01-16,DC Fast
10814,Kolkata,180,2020-08-26,DC Fast
10815,Durgapur,120,2022-08-31,DC Fast
10816,Nellore,22,2024-04-16,Level 1
10817,Bengaluru,180,2021-01-17,DC Fast
10818,Rajkot,100,2020-03-16,Level 2
10819,Rourkela,180,2024-03-06,DC Fast
10820,Guwahati,100,2021-04-11,Level 2
10821,Pimpri-Chinchwad,22,2020-11-24,Level 1
10822,Ghaziabad,180,2024-01-10,DC Fast
10823,Hubli,22,2024-07-21,Level 1
10824,Noida,7.2,2023-11-22,Level 1
10825,Kolkata,75,2021-09-23,Level 2
10826,Jhansi,22,2022-05-05,Level 1
10827,Tiruchirappalli,22,2023-12-28,Level 1
10828,Bathinda,3.3,2020-10-09,Level 1
10829,Navi Mumbai,43,2023-12-03,Level 2
10830,Hisar,250,2020-03-03,DC Fast
10831,Asansol,180,2021-12-05,DC Fast
10832,Rohtak,22,2023-05-09,Level 1
10833,Kollam,30,2022-03-26,Level 2
10834,Faridabad,3.3,2019-04-25,Level 1
10835,Tirupati,250,2024-05-24,DC Fast
10836,Vadodara,300,2021-09-06,DC Fast
10837,Jamshedpur,11,2020-06-11,Level 1
10838,Bhagalpur,22,2021-02-06,Level 1
10839,Silchar,43,2022-06-17,Level 2
10840,Guwahati,180,2023-11-16,DC Fast
10841,Jaipur,300,2021-01-24,DC Fast
10842,Belgaum,150,2021-08-17,DC Fast
10843,Ahmedabad,250,2021-11-05,DC Fast
10844,Kalyan,75,2024-01-11,Level 2
10845,Ambala,22,2021-01-23,Level 1
10846,Tiruchirappalli,200,2021-07-16,DC Fast
10847,Naya Raipur,7.2,2021-09-28,Level 1
10848,Shillong,200,2020-08-25,DC Fast
10849,Siliguri,11,2022-02-08,Level 1
10850,Varanasi,7.2,2020-02-02,Level 1
10851,Mangalore,3.3,2021-11-30,Level 1
10852,Ambala,100,2019-09-02,Level 2
10853,Vizhinjam,43,2019-02-10,Level 2
10854,Muzaffarpur,75,2022-11-19,Level 2
10855,Raipur,200,2020-07-01,DC Fast
10856,Kollam,300,2021-11-10,DC Fast
10857,Ahmedabad,3.3,2022-09-18,Level 1
10858,Aizawl,3.3,2020-11-09,Level 1
10859,Tirunelveli,90,2022-09-15,Level 2
10860,Nellore,250,2019-05-25,DC Fast
10861,Surat,180,2022-04-07,DC Fast
10862,Satna,300,2023-03-27,DC Fast
10863,Rajkot,3.3,2022-07-25,Level 1
10864,Bathinda,100,2019-01-19,Level 2
10865,Shillong,250,2023-12-27,DC Fast
10866,Imphal,3.3,2023-12-06,Level 1
10867,Asansol,250,2019-06-18,DC Fast
10868,Tiruchirappalli,75,2020-12-28,Level 2
10869,Dehradun,75,2022-04-11,Level 2
10870,Rewa,7.2,2020-02-06,Level 1
10871,Silchar,180,2020-04-17,DC Fast
10872,Hisar,43,2024-02-02,Level 2
10873,Panipat,200,2023-07-17,DC Fast
10874,Shillong,300,2020-08-29,DC Fast
10875,Meerut,50,2020-05-18,Level 2
10876,Bengaluru,30,2023-03-03,Level 2
10877,Silchar,43,2022-07-07,Level 2
10878,Bhagalpur,11,2022-11-28,Level 1
10879,Mumbai,120,2022-01-02,DC Fast
10880,Navi Mumbai,43,2023-11-22,Level 2
10881,Mysuru,60,2019-11-12,Level 2
10882,Ajmer,180,2022-11-26,DC Fast
10883,Saharanpur,50,2021-03-08,Level 2
10884,Patna,120,2023-07-01,DC Fast
10885,Silchar,3.3,2021-06-27,Level 1
10886,Delhi,3.3,2020-11-27,Level 1
10887,Lucknow,180,2021-03-25,DC Fast
10888,Aligarh,90,2022-10-05,Level 2
10889,Karimnagar,100,2019-08-06,Level 2
10890,Ujjain,250,2021-07-13,DC Fast
10891,Moradabad,60,2024-08-10,Level 2
10892,Tirunelveli,11,2022-10-27,Level 1
10893,Belgaum,11,2020-09-29,Level 1
10894,Rajkot,11,2023-12-25,Level 1
10895,Kota,30,2021-08-23,Level 2
10896,Tiruchirappalli,3.3,2023-08-01,Level 1
10897,Chandigarh,22,2020-04-20,Level 1
10898,Ghaziabad,30,2019-06-05,Level 2
10899,Bokaro,22,2023-09-23,Level 1
10900,Lucknow,30,2020-09-10,Level 2
10901,Balasore,43,2020-10-09,Level 2
10902,Ajmer,180,2019-07-01,DC Fast
10903,Vijayawada,50,2021-02-19,Level 2
10904,Jhansi,11,2019-05-18,Level 1
10905,Bilaspur,43,2019-01-21,Level 2
10906,Aligarh,180,2022-09-03,DC Fast
10907,Mysuru,150,2022-07-19,DC Fast
10908,Vizhinjam,22,2024-04-28,Level 1
10909,Guwahati,150,2023-11-22,DC Fast
10910,Faridabad,75,2023-05-19,Level 2
10911,Gangtok,7.2,2023-03-07,Level 1
10912,Aurangabad,250,2022-10-13,DC Fast
10913,Surat,75,2019-12-10,Level 2
10914,Karnal,90,2023-05-10,Level 2
10915,Mysuru,50,2024-03-22,Level 2
10916,Coimbatore,100,2020-02-10,Level 2
10917,Varanasi,100,2019-12-21,Level 2
10918,Muzaffarpur,90,2023-12-26,Level 2
10919,Tirunelveli,30,2023-12-01,Level 2
10920,Amritsar,43,2022-02-03,Level 2
10921,Amaravati,50,2023-11-01,Level 2
10922,Nagpur,100,2024-01-05,Level 2
10923,Mumbai,3.3,2024-08-22,Level 1
10924,Bengaluru,100,2022-09-19,Level 2
10925,Warangal,150,2022-03-29,DC Fast
10926,Kochi,11,2022-03-13,Level 1
10927,Vizhinjam,30,2022-12-18,Level 2
10928,Howrah,60,2019-03-06,Level 2
10929,Tuticorin,120,2019-10-30,DC Fast
10930,Tuticorin,7.2,2024-05-11,Level 1
10931,Nellore,150,2022-02-12,DC Fast
10932,Naya Raipur,180,2023-11-07,DC Fast
10933,Ahmedabad,60,2019-11-14,Level 2
10934,Muzaffarpur,180,2021-09-02,DC Fast
10935,Hyderabad,11,2021-07-19,Level 1
10936,Dharwad,90,2021-07-11,Level 2
10937,Kota,300,2021-09-07,DC Fast
10938,Hisar,43,2020-12-31,Level 2
10939,Jabalpur,300,2020-10-16,DC Fast
10940,Delhi,7.2,2020-01-13,Level 1
10941,Vizhinjam,180,2024-05-29,DC Fast
10942,Guwahati,100,2020-05-18,Level 2
10943,Jodhpur,250,2022-10-21,DC Fast
10944,Bhopal,100,2024-02-05,Level 2
10945,Thane,90,2021-01-22,Level 2
10946,Navi Mumbai,50,2020-06-06,Level 2
10947,Vadodara,22,2022-05-24,Level 1
10948,Vijayawada,100,2024-01-15,Level 2
10949,Ujjain,180,2023-01-28,DC Fast
10950,Rohtak,60,2023-04-19,Level 2
10951,Panipat,250,2021-04-17,DC Fast
10952,Kakinada,250,2020-09-17,DC Fast
10953,Panipat,50,2024-06-20,Level 2
10954,Jamshedpur,150,2022-09-07,DC Fast
10955,Ujjain,100,2020-03-29,Level 2
10956,Hyderabad,180,2019-12-21,DC Fast
10957,Dharwad,150,2024-09-09,DC Fast
10958,Hyderabad,100,2024-05-02,Level 2
10959,Noida,43,2021-06-17,Level 2
10960,Karnal,300,2020-12-18,DC Fast
10961,Gangtok,60,2022-12-15,Level 2
10962,Hisar,75,2023-11-01,Level 2
10963,Thrissur,7.2,2024-02-04,Level 1
10964,Bhagalpur,11,2021-01-05,Level 1
10965,Raipur,250,2020-10-09,DC Fast
10966,Belgaum,100,2021-11-12,Level 2
10967,Dehradun,22,2020-08-20,Level 1
10968,Bokaro,75,2024-05-30,Level 2
10969,Cuttack,11,2022-08-19,Level 1
10970,Shimla,50,2020-03-11,Level 2
10971,Vijayawada,250,2023-03-02,DC Fast
10972,Karimnagar,7.2,2020-07-06,Level 1
10973,Bhopal,180,2020-07-14,DC Fast
10974,Kochi,60,2020-07-06,Level 2
10975,Guwahati,11,2019-11-24,Level 1
10976,Chandigarh,11,2019-10-28,Level 1
10977,Jaipur,30,2024-09-27,Level 2
10978,Muzaffarpur,50,2020-12-05,Level 2
10979,Siliguri,200,2023-10-11,DC Fast
10980,Rourkela,180,2024-07-01,DC Fast
10981,Gangtok,7.2,2024-03-10,Level 1
10982,Saharanpur,11,2021-10-30,Level 1
10983,Madurai,3.3,2020-12-30,Level 1
10984,Kolkata,300,2019-04-02,DC Fast
10985,Raipur,200,2020-12-19,DC Fast
10986,Hyderabad,90,2021-07-16,Level 2
10987,Aizawl,3.3,2023-10-23,Level 1
10988,Lucknow,60,2022-02-25,Level 2
10989,Raipur,60,2023-11-13,Level 2
10990,Darbhanga,11,2024-08-10,Level 1
10991,Vijayawada,180,2023-03-25,DC Fast
10992,Ajmer,100,2021-05-25,Level 2
10993,Ujjain,75,2019-10-19,Level 2
10994,Pune,60,2024-03-13,Level 2
10995,Imphal,250,2019-05-21,DC Fast
10996,Darbhanga,22,2021-07-04,Level 1
10997,Rewa,43,2019-11-24,Level 2
10998,Madurai,22,2020-01-05,Level 1
10999,Vadodara,75,2019-02-11,Level 2
11000,Dharwad,100,2023-05-07,Level 2
11001,Shimla,120,2023-10-28,DC Fast
11002,Jhansi,300,2023-07-20,DC Fast
11003,Jhansi,300,2022-05-05,DC Fast
11004,Paradip,60,2024-06-18,Level 2
11005,Tirunelveli,50,2024-05-03,Level 2
11006,Warangal,120,2022-10-31,DC Fast
11007,Pimpri-Chinchwad,100,2024-05-08,Level 2
11008,Karimnagar,50,2020-01-23,Level 2
11009,Kakinada,75,2021-10-31,Level 2
11010,Bhagalpur,22,2021-03-29,Level 1
11011,Howrah,120,2023-08-21,DC Fast
11012,Jhansi,30,2019-11-28,Level 2
11013,Nanded,43,2019-12-27,Level 2
11014,Durgapur,7.2,2020-01-27,Level 1
11015,Durgapur,75,2022-12-31,Level 2
11016,Amaravati,11,2024-08-16,Level 1
11017,Warangal,75,2023-11-18,Level 2
11018,Amaravati,250,2020-07-08,DC Fast
11019,Bhopal,22,2024-07-17,Level 1
11020,Berhampur,11,2022-03-14,Level 1
11021,Gandhinagar,300,2019-01-12,DC Fast
11022,Solapur,250,2022-02-09,DC Fast
11023,Ambala,300,2020-04-09,DC Fast
11024,Karnal,43,2019-06-10,Level 2
11025,Meerut,22,2021-08-25,Level 1
11026,Nanded,250,2024-03-01,DC Fast
11027,Amritsar,7.2,2021-04-28,Level 1
11028,Moradabad,7.2,2021-08-26,Level 1
11029,Guntur,150,2021-11-05,DC Fast
11030,Gaya,3.3,2020-11-09,Level 1
11031,Howrah,7.2,2022-08-14,Level 1
11032,Gwalior,150,2021-11-21,DC Fast
11033,Rewa,50,2019-03-06,Level 2
11034,Ujjain,43,2020-11-07,Level 2
11035,Varanasi,300,2020-12-13,DC Fast
11036,Bareilly,11,2023-11-19,Level 1
11037,Karimnagar,300,2021-03-03,DC Fast
11038,Shimla,22,2023-07-05,Level 1
11039,Ambala,100,2019-07-31,Level 2
11040,Kochi,43,2022-03-31,Level 2
11041,Nagpur,250,2022-12-16,DC Fast
11042,Visakhapatnam,90,2022-06-23,Level 2
11043,Aizawl,43,2019-02-06,Level 2
11044,Kolkata,180,2021-09-22,DC Fast
11045,Nagpur,7.2,2020-11-08,Level 1
11046,Patna,120,2023-02-02,DC Fast
11047,Srinagar,75,2024-07-05,Level 2
11048,Satna,43,2019-09-28,Level 2
11049,Hosur,250,2023-05-22,DC Fast
11050,Amaravati,43,2023-10-15,Level 2
11051,Dharwad,90,2023-12-03,Level 2
11052,Madurai,100,2020-11-09,Level 2
11053,Berhampur,11,2022-09-03,Level 1
11054,Amaravati,180,2022-08-24,DC Fast
11055,Vadodara,90,2023-02-17,Level 2
11056,Tirunelveli,7.2,2019-06-02,Level 1
11057,Pimpri-Chinchwad,90,2022-05-30,Level 2
11058,Shillong,50,2023-04-17,Level 2
11059,Srinagar,100,2019-10-03,Level 2
11060,Berhampur,90,2019-11-22,Level 2
11061,Coimbatore,60,2023-09-27,Level 2
11062,Hyderabad,3.3,2022-02-27,Level 1
11063,Saharanpur,60,2022-03-20,Level 2
11064,Ghaziabad,22,2022-12-24,Level 1
11065,Lucknow,120,2019-07-14,DC Fast
11066,Hosur,180,2023-09-26,DC Fast
11067,Delhi,22,2020-12-29,Level 1
11068,Navi Mumbai,250,2019-06-01,DC Fast
11069,Noida,75,2023-12-22,Level 2
11070,Siliguri,50,2020-07-26,Level 2
11071,Meerut,50,2019-01-08,Level 2
11072,Kochi,22,2021-04-16,Level 1
11073,Bilaspur,30,2022-03-12,Level 2
11074,Ludhiana,150,2022-08-16,DC Fast
11075,Dehradun,30,2021-02-12,Level 2
11076,Amritsar,22,2024-02-01,Level 1
11077,Srinagar,60,2021-04-26,Level 2
11078,Kollam,100,2022-06-29,Level 2
11079,Hisar,11,2021-11-09,Level 1
11080,Dehradun,120,2024-05-25,DC Fast
11081,Hubli,43,2022-12-18,Level 2
11082,Itanagar,7.2,2021-12-15,Level 1
11083,Kohima,11,2022-10-26,Level 1
11084,Jodhpur,120,2024-07-22,DC Fast
11085,Bareilly,7.2,2021-01-01,Level 1
11086,Mysuru,90,2020-12-25,Level 2
11087,Bilaspur,11,2021-08-06,Level 1
11088,Vizhinjam,75,2020-10-13,Level 2
11089,Hosur,3.3,2023-03-04,Level 1
11090,Ajmer,90,2022-02-16,Level 2
11091,Navi Mumbai,60,2024-03-31,Level 2
11092,Hisar,7.2,2022-07-29,Level 1
11093,Siliguri,180,2023-05-26,DC Fast
11094,Vasai,50,2022-12-13,Level 2
11095,Warangal,50,2021-09-04,Level 2
11096,Guntur,90,2019-02-20,Level 2
11097,Siliguri,75,2020-06-23,Level 2
11098,Kohima,3.3,2023-06-16,Level 1
11099,Coimbatore,22,2021-06-16,Level 1
11100,Anantapur,300,2022-01-22,DC Fast
11101,Kota,3.3,2020-05-06,Level 1
11102,Navi Mumbai,7.2,2021-09-01,Level 1
11103,Thane,60,2019-08-05,Level 2
11104,Kota,90,2021-10-10,Level 2
11105,Ujjain,3.3,2019-11-12,Level 1
11106,Salem,200,2021-11-22,DC Fast
11107,Aurangabad,90,2021-09-03,Level 2
11108,Rourkela,300,2020-07-25,DC Fast
11109,Paradip,120,2021-04-29,DC Fast
11110,Ujjain,180,2020-09-29,DC Fast
11111,Jabalpur,200,2022-03-29,DC Fast
11112,Belgaum,7.2,2020-05-27,Level 1
11113,Guwahati,30,2022-04-16,Level 2
11114,Nagpur,30,2021-09-03,Level 2
11115,Porbandar,90,2024-07-16,Level 2
11116,Berhampur,90,2023-06-28,Level 2
11117,Kohima,30,2020-11-02,Level 2
11118,Nagpur,22,2022-01-13,Level 1
11119,Jhansi,43,2019-10-08,Level 2
11120,Amaravati,180,2019-02-19,DC Fast
11121,Gaya,200,2019-09-01,DC Fast
11122,Hyderabad,30,2020-04-05,Level 2
11123,Rewa,200,2022-03-02,DC Fast
11124,Allahabad,120,2020-01-10,DC Fast
11125,Salem,11,2020-09-09,Level 1
11126,Meerut,30,2021-04-25,Level 2
11127,Gwalior,250,2019-12-30,DC Fast
11128,Ludhiana,7.2,2022-04-04,Level 1
11129,Shillong,100,2020-01-10,Level 2
11130,Chandigarh,180,2021-08-25,DC Fast
11131,Moradabad,250,2019-07-05,DC Fast
11132,Rourkela,7.2,2020-05-07,Level 1
11133,Karimnagar,150,2021-06-17,DC Fast
11134,Tirupati,43,2019-03-06,Level 2
11135,Gandhinagar,180,2023-04-27,DC Fast
11136,Warangal,3.3,2024-08-02,Level 1
11137,Mangalore,300,2019-01-13,DC Fast
11138,Nagpur,90,2019-11-13,Level 2
11139,Shimla,43,2019-02-07,Level 2
11140,Visakhapatnam,150,2023-05-17,DC Fast
11141,Gaya,75,2022-01-22,Level 2
11142,Ahmedabad,30,2024-07-18,Level 2
11143,Noida,150,2024-04-24,DC Fast
11144,Aurangabad,300,2023-02-13,DC Fast
11145,Porbandar,30,2020-01-12,Level 2
11146,Hubli,3.3,2021-01-07,Level 1
11147,Madurai,50,2021-04-16,Level 2
11148,Nashik,30,2023-08-07,Level 2
11149,Guntur,30,2021-09-23,Level 2
11150,Gaya,250,2020-01-16,DC Fast
11151,Belgaum,200,2019-10-17,DC Fast
11152,Ahmedabad,43,2020-10-02,Level 2
11153,Meerut,120,2021-04-17,DC Fast
11154,Thane,180,2022-09-18,DC Fast
11155,Ujjain,120,2020-09-19,DC Fast
11156,Jodhpur,7.2,2022-11-15,Level 1
11157,Moradabad,30,2021-03-25,Level 2
11158,Balasore,22,2023-09-07,Level 1
11159,Amritsar,150,2022-01-25,DC Fast
11160,Jhansi,90,2023-04-18,Level 2
11161,Vizhinjam,300,2022-07-25,DC Fast
11162,Thrissur,3.3,2021-01-09,Level 1
11163,Bhopal,250,2020-08-23,DC Fast
11164,Berhampur,100,2019-12-24,Level 2
11165,Patna,11,2019-11-06,Level 1
11166,Jabalpur,75,2021-01-15,Level 2
11167,Jabalpur,7.2,2019-09-23,Level 1
11168,Gandhinagar,75,2024-02-11,Level 2
11169,Muzaffarpur,250,2019-09-08,DC Fast
11170,Pune,250,2019-08-20,DC Fast
11171,Visakhapatnam,180,2022-02-11,DC Fast
11172,Kakinada,150,2021-04-30,DC Fast
11173,Rourkela,50,2022-06-10,Level 2
11174,Navi Mumbai,150,2024-02-05,DC Fast
11175,Howrah,43,2023-01-21,Level 2
11176,Panaji,50,2022-01-01,Level 2
11177,Ahmedabad,50,2024-08-18,Level 2
11178,Tirunelveli,120,2021-11-10,DC Fast
11179,Tirupati,3.3,2023-07-24,Level 1
